"BasinName","Mosaic","MosaicDateStart","MosaicDateEnd","ObservedArea","ObservedAreaWater","PercentObserved","PercentWater","EstimatedAreaWater","Threshold"
"San Joaquin","L8_valley_20150415to20150423_water.tif","2015-04-15","2015-04-23",11506360500,174851100,99.9112859488191,1.51960387474389,175006355.227546,0.07897201
"Suisun","L8_valley_20150415to20150423_water.tif","2015-04-15","2015-04-23",610020900,145141650,99.0811047375222,23.7928979154649,146487718.707313,0.07897201
"Sutter","L8_valley_20150415to20150423_water.tif","2015-04-15","2015-04-23",960425100,83591100,99.9992027333572,8.70355220828777,83591766.4492701,0.07897201
"Tulare","L8_valley_20150415to20150423_water.tif","2015-04-15","2015-04-23",5351739300,55470600,19.8412778748024,1.03649667688409,279571710.804198,0.07897201
"Yolo","L8_valley_20150415to20150423_water.tif","2015-04-15","2015-04-23",2055855600,51892200,99.9985770628183,2.52411696619159,51892938.4039152,0.07897201
"American","L8_valley_20150422to20150501_water.tif","2015-04-22","2015-05-01",2101717800,97769700,99.9997121106087,4.65189475009442,97769981.4694045,0.07897201
"Butte","L8_valley_20150422to20150501_water.tif","2015-04-22","2015-05-01",1928043900,150421500,78.3962213620411,7.80176737676979,191873405.869065,0.07897201
"Colusa","L8_valley_20150422to20150501_water.tif","2015-04-22","2015-05-01",3525323400,136910700,75.8503258677716,3.88363518649098,180501136.1964,0.07897201
"Delta","L8_valley_20150422to20150501_water.tif","2015-04-22","2015-05-01",5510864700,305342100,80.7527149873038,5.54072938862026,378119918.380462,0.07897201
"San Joaquin","L8_valley_20150422to20150501_water.tif","2015-04-22","2015-05-01",5327541000,139967100,46.2597597437572,2.62723646800653,302567719.277636,0.07897201
"Suisun","L8_valley_20150422to20150501_water.tif","2015-04-22","2015-05-01",610020900,136233900,99.0811047375222,22.3326610612849,137497356.696718,0.07897201
"Sutter","L8_valley_20150422to20150501_water.tif","2015-04-22","2015-05-01",960425100,99220500,99.9992027333572,10.3308941009559,99221291.0582562,0.07897201
"Tulare","L8_valley_20150422to20150501_water.tif","2015-04-22","2015-05-01",4274282700,50544900,15.8466670389122,1.182535259074,318962340.004272,0.07897201
"Yolo","L8_valley_20150422to20150501_water.tif","2015-04-22","2015-05-01",2055855600,56722500,99.9985770628183,2.75907023820155,56723307.1370279,0.07897201
"American","L8_valley_20150501to20150509_water.tif","2015-05-01","2015-05-09",2101717800,292162500,99.9997121106087,13.901128876579,292163341.107264,0.07897201
"Butte","L8_valley_20150501to20150509_water.tif","2015-05-01","2015-05-09",1930856400,387212400,78.5105804658876,20.0539201154472,493197729.149693,0.07897201
"Colusa","L8_valley_20150501to20150509_water.tif","2015-05-01","2015-05-09",3607009200,449532900,77.6078652040974,12.4627600062678,579236265.316401,0.07897201
"Delta","L8_valley_20150501to20150509_water.tif","2015-05-01","2015-05-09",5857974000,433585350,85.8390344486295,7.40162639847838,505114430.497794,0.07897201
"San Joaquin","L8_valley_20150501to20150509_water.tif","2015-05-01","2015-05-09",5144094000,157549050,44.6668646077623,3.06271716652145,352720190.645799,0.07897201
"Suisun","L8_valley_20150501to20150509_water.tif","2015-05-01","2015-05-09",613272600,143600400,99.6092539013869,23.4154273319891,144163714.088416,0.07897201
"Sutter","L8_valley_20150501to20150509_water.tif","2015-05-01","2015-05-09",960425100,154149300,99.9992027333572,16.0501115599748,154150528.990747,0.07897201
"Tulare","L8_valley_20150501to20150509_water.tif","2015-05-01","2015-05-09",8896458600,93898350,32.9831289024628,1.05545761770869,284685998.947143,0.07897201
"Yolo","L8_valley_20150501to20150509_water.tif","2015-05-01","2015-05-09",2055855600,67738500,99.9985770628183,3.29490553713987,67739463.8900184,0.07897201
"American","L8_valley_20150508to20150517_water.tif","2015-05-08","2015-05-17",2101431600,279691200,99.986094717443,13.309555257473,279730097.260421,0.07897201
"Butte","L8_valley_20150508to20150517_water.tif","2015-05-08","2015-05-17",1930222800,381652200,78.4848176469731,19.7724428496026,486275194.925829,0.07897201
"Colusa","L8_valley_20150508to20150517_water.tif","2015-05-08","2015-05-17",3560468400,450112500,76.6065003800512,12.6419462113468,587564368.254593,0.07897201
"Delta","L8_valley_20150508to20150517_water.tif","2015-05-08","2015-05-17",5205371400,331335000,76.2762099870212,6.36525186272011,434388389.323982,0.07897201
"San Joaquin","L8_valley_20150508to20150517_water.tif","2015-05-08","2015-05-17",1458458100,8702550,12.6639891278803,0.596695235879591,68718868.2185535,0.07897201
"Suisun","L8_valley_20150508to20150517_water.tif","2015-05-08","2015-05-17",613272600,139015350,99.6092539013869,22.6677907997194,139560677.904108,0.07897201
"Sutter","L8_valley_20150508to20150517_water.tif","2015-05-08","2015-05-17",960417000,157626000,99.9983593635388,16.4122459306739,157628586.112057,0.07897201
"Tulare","L8_valley_20150508to20150517_water.tif","2015-05-08","2015-05-17",8814990600,90478350,32.681090791992,1.02641459424812,276852295.340676,0.07897201
"Yolo","L8_valley_20150508to20150517_water.tif","2015-05-08","2015-05-17",2055797100,88292700,99.9957315727176,4.29481586485359,88296468.8705666,0.07897201
"American","L8_valley_20150517to20150525_water.tif","2015-05-17","2015-05-25",2101717800,336262500,99.9997121106087,15.9994124805909,336263468.066851,0.07897201
"Butte","L8_valley_20150517to20150525_water.tif","2015-05-17","2015-05-25",1930856400,492765300,78.5105804658876,25.5205565778998,627641901.353797,0.07897201
"Colusa","L8_valley_20150517to20150525_water.tif","2015-05-17","2015-05-25",3607009200,645539400,77.6078652040974,17.8968049208192,831796362.781434,0.07897201
"Delta","L8_valley_20150517to20150525_water.tif","2015-05-17","2015-05-25",6023805300,362022750,88.2690211084134,6.00986804802605,410135680.054,0.07897201
"San Joaquin","L8_valley_20150517to20150525_water.tif","2015-05-17","2015-05-25",2286987300,22860450,19.8582203374923,0.999587973225737,115118321.840953,0.07897201
"Suisun","L8_valley_20150517to20150525_water.tif","2015-05-17","2015-05-25",610598700,133049700,99.1749524439161,21.7900398412247,134156555.381501,0.07897201
"Sutter","L8_valley_20150517to20150525_water.tif","2015-05-17","2015-05-25",960425100,192526200,99.9992027333572,20.0459359090053,192527734.959409,0.07897201
"Tulare","L8_valley_20150517to20150525_water.tif","2015-05-17","2015-05-25",15580906200,113914800,57.7653491931926,0.731117937158238,197202651.054734,0.07897201
"Yolo","L8_valley_20150517to20150525_water.tif","2015-05-17","2015-05-25",2055855600,101092050,99.9985770628183,4.91727385911734,101093488.496836,0.07897201
"American","L8_valley_20150524to20150602_water.tif","2015-05-24","2015-06-02",1979236800,296928000,94.1720673435427,15.0021462818395,315303686.513324,0.07897201
"Butte","L8_valley_20150524to20150602_water.tif","2015-05-24","2015-06-02",1687692600,453914100,68.6232936193407,26.8955436552841,661457758.815688,0.07897201
"Colusa","L8_valley_20150524to20150602_water.tif","2015-05-24","2015-06-02",2638586700,612124200,56.771432948639,23.1989420700104,1078225734.68207,0.07897201
"Delta","L8_valley_20150524to20150602_water.tif","2015-05-24","2015-06-02",6266776500,315700650,91.8293669219702,5.03768803626553,343790511.229658,0.07897201
"San Joaquin","L8_valley_20150524to20150602_water.tif","2015-05-24","2015-06-02",7229622600,136594350,62.7757917797417,1.88937040779971,217590803.918908,0.07897201
"Suisun","L8_valley_20150524to20150602_water.tif","2015-05-24","2015-06-02",610598700,129221100,99.1749524439161,21.1630159055366,130296104.828561,0.07897201
"Sutter","L8_valley_20150524to20150602_water.tif","2015-05-24","2015-06-02",924269400,185100300,96.2346809874486,20.0266610579123,192342612.975609,0.07897201
"Tulare","L8_valley_20150524to20150602_water.tif","2015-05-24","2015-06-02",15734517300,117423000,58.3348538624044,0.746276468233315,201291324.526102,0.07897201
"Yolo","L8_valley_20150524to20150602_water.tif","2015-05-24","2015-06-02",1956701700,80338950,95.1756464492922,4.10583534526494,84411246.9914277,0.07897201
"American","L8_valley_20150602to20150610_water.tif","2015-06-02","2015-06-10",381659400,28461600,18.1593504724124,7.45732975527394,156732478.087466,0.07897201
"Butte","L8_valley_20150602to20150610_water.tif","2015-06-02","2015-06-10",1001249100,140270400,40.7118043744463,14.0095406827332,344544787.82091,0.07897201
"Colusa","L8_valley_20150602to20150610_water.tif","2015-06-02","2015-06-10",1773933300,132615900,38.1676809772095,7.47581095636459,347456006.245669,0.07897201
"Delta","L8_valley_20150602to20150610_water.tif","2015-06-02","2015-06-10",3580020900,118841400,52.4593549513729,3.31957279914204,226539956.715365,0.07897201
"San Joaquin","L8_valley_20150602to20150610_water.tif","2015-06-02","2015-06-10",7044940800,161777250,61.1721747081801,2.29636067346371,264462152.558338,0.07897201
"Suisun","L8_valley_20150602to20150610_water.tif","2015-06-02","2015-06-10",0,NA,NA,NA,NA,0.07897201
"Sutter","L8_valley_20150602to20150610_water.tif","2015-06-02","2015-06-10",200451600,21455100,20.8709666028364,10.7033817639769,102798784.590476,0.07897201
"Tulare","L8_valley_20150602to20150610_water.tif","2015-06-02","2015-06-10",12197171700,141393600,45.2203404202399,1.15923267686721,312676991.561776,0.07897201
"Yolo","L8_valley_20150602to20150610_water.tif","2015-06-02","2015-06-10",4612500,243900,0.224355950243903,5.28780487804878,108711179.594234,0.07897201
"American","L8_valley_20150609to20150618_water.tif","2015-06-09","2015-06-18",0,NA,NA,NA,NA,0.07897201
"Butte","L8_valley_20150609to20150618_water.tif","2015-06-09","2015-06-18",0,NA,NA,NA,NA,0.07897201
"Colusa","L8_valley_20150609to20150618_water.tif","2015-06-09","2015-06-18",0,NA,NA,NA,NA,0.07897201
"Delta","L8_valley_20150609to20150618_water.tif","2015-06-09","2015-06-18",1039085100,48319200,15.2260938157045,4.65016772928416,317344688.564592,0.07897201
"San Joaquin","L8_valley_20150609to20150618_water.tif","2015-06-09","2015-06-18",2692284300,103092300,23.3774690574675,3.82917584149638,440989996.592763,0.07897201
"Suisun","L8_valley_20150609to20150618_water.tif","2015-06-09","2015-06-18",0,NA,NA,NA,NA,0.07897201
"Sutter","L8_valley_20150609to20150618_water.tif","2015-06-09","2015-06-18",0,NA,NA,NA,NA,0.07897201
"Tulare","L8_valley_20150609to20150618_water.tif","2015-06-09","2015-06-18",12070686600,138680100,44.751403897842,1.14889984800036,309889942.931349,0.07897201
"Yolo","L8_valley_20150609to20150618_water.tif","2015-06-09","2015-06-18",0,NA,NA,NA,NA,0.07897201
"American","L8_valley_20150618to20150626_water.tif","2015-06-18","2015-06-26",2101717800,62834400,99.9997121106087,2.98966873668768,62834580.8940925,0.07897201
"Butte","L8_valley_20150618to20150626_water.tif","2015-06-18","2015-06-26",1930856400,54194400,78.5105804658876,2.80675455720063,69028148.4080316,0.07897201
"Colusa","L8_valley_20150618to20150626_water.tif","2015-06-18","2015-06-26",3607009200,73120500,77.6078652040974,2.02717808426993,94217898.9303517,0.07897201
"Delta","L8_valley_20150618to20150626_water.tif","2015-06-18","2015-06-26",4903766100,267301950,71.8566772720264,5.45095227931039,371993195.549636,0.07897201
"San Joaquin","L8_valley_20150618to20150626_water.tif","2015-06-18","2015-06-26",2495048400,109603800,21.6648430360359,4.39285265969189,505906273.208129,0.07897201
"Suisun","L8_valley_20150618to20150626_water.tif","2015-06-18","2015-06-26",614780100,130235850,99.8541057833336,21.1841355958008,130426134.1868,0.07897201
"Sutter","L8_valley_20150618to20150626_water.tif","2015-06-18","2015-06-26",960425100,45037800,99.9992027333572,4.68936099233558,45038159.0742188,0.07897201
"Tulare","L8_valley_20150618to20150626_water.tif","2015-06-18","2015-06-26",5566241700,157326750,20.6365336756992,2.82644481643691,762370039.81566,0.07897201
"Yolo","L8_valley_20150618to20150626_water.tif","2015-06-18","2015-06-26",2055855600,49978800,99.9985770628183,2.43104622717666,49979511.1770478,0.07897201
"American","L8_valley_20150625to20150704_water.tif","2015-06-25","2015-07-04",665777700,49833000,31.6776963727781,7.48493078094986,157312575.427118,0.07897201
"Butte","L8_valley_20150625to20150704_water.tif","2015-06-25","2015-07-04",1071666900,44341200,43.5750635754572,4.13759163411691,101758199.2123,0.07897201
"Colusa","L8_valley_20150625to20150704_water.tif","2015-06-25","2015-07-04",1569834900,59481000,33.7763306264613,3.78899717416144,176102610.605668,0.07897201
"Delta","L8_valley_20150625to20150704_water.tif","2015-06-25","2015-07-04",2749664700,248125650,40.2918420097939,9.02385116265267,615821063.578297,0.07897201
"San Joaquin","L8_valley_20150625to20150704_water.tif","2015-06-25","2015-07-04",4385718900,115459650,38.0817909458895,2.63262768619302,303188603.088697,0.07897201
"Suisun","L8_valley_20150625to20150704_water.tif","2015-06-25","2015-07-04",280884600,125548200,45.6219720861318,44.6974309022282,275192400.194739,0.07897201
"Sutter","L8_valley_20150625to20150704_water.tif","2015-06-25","2015-07-04",509057100,37501200,53.0028881437552,7.36679637706654,70753125.5623066,0.07897201
"Tulare","L8_valley_20150625to20150704_water.tif","2015-06-25","2015-07-04",5650925400,158435550,20.9504938163149,2.80370981361743,756237783.171588,0.07897201
"Yolo","L8_valley_20150625to20150704_water.tif","2015-06-25","2015-07-04",778824000,39462300,37.8826663615734,5.06690856984376,104169805.850913,0.07897201
"American","L8_valley_20150704to20150712_water.tif","2015-07-04","2015-07-12",2101717800,69866100,99.9997121106087,3.32423791624166,69866301.1376691,0.07897201
"Butte","L8_valley_20150704to20150712_water.tif","2015-07-04","2015-07-12",1930856400,62681400,78.5105804658876,3.24630044989363,79838156.3708279,0.07897201
"Colusa","L8_valley_20150704to20150712_water.tif","2015-07-04","2015-07-12",3607009200,36846000,77.6078652040974,1.02151111785354,47477146.6823632,0.07897201
"Delta","L8_valley_20150704to20150712_water.tif","2015-07-04","2015-07-12",6244803000,414770850,91.5073811938914,6.64185643646405,453264911.07986,0.07897201
"San Joaquin","L8_valley_20150704to20150712_water.tif","2015-07-04","2015-07-12",4994073000,120800700,43.3642119549684,2.41888134194274,278572340.079523,0.07897201
"Suisun","L8_valley_20150704to20150712_water.tif","2015-07-04","2015-07-12",615664800,124369650,99.997800947485,20.2008706685846,124372385.014061,0.07897201
"Sutter","L8_valley_20150704to20150712_water.tif","2015-07-04","2015-07-12",960425100,24025500,99.9992027333572,2.50154853304021,24025691.5488244,0.07897201
"Tulare","L8_valley_20150704to20150712_water.tif","2015-07-04","2015-07-12",8703613800,78159600,32.2681674574031,0.898013190796678,242218899.17727,0.07897201
"Yolo","L8_valley_20150704to20150712_water.tif","2015-07-04","2015-07-12",2055855600,45993150,99.9985770628183,2.237178039158,45993804.462945,0.07897201
"American","L8_valley_20150711to20150720_water.tif","2015-07-11","2015-07-20",1892349900,28815300,90.037989501987,1.52272579188447,32003491.1478827,0.07897201
"Butte","L8_valley_20150711to20150720_water.tif","2015-07-11","2015-07-20",1868099400,42039900,75.958817166298,2.25041022977685,55345648.5610634,0.07897201
"Colusa","L8_valley_20150711to20150720_water.tif","2015-07-11","2015-07-20",3551927400,36133200,76.4227335139428,1.0172843059799,47280695.5974792,0.07897201
"Delta","L8_valley_20150711to20150720_water.tif","2015-07-11","2015-07-20",5693955300,273585600,83.4356084792552,4.80484277774362,327900287.403096,0.07897201
"San Joaquin","L8_valley_20150711to20150720_water.tif","2015-07-11","2015-07-20",8011279800,173128500,69.5630270678377,2.16105921053962,248880054.962481,0.07897201
"Suisun","L8_valley_20150711to20150720_water.tif","2015-07-11","2015-07-20",614552400,121947750,99.8171221856425,19.8433445219643,122171173.972736,0.07897201
"Sutter","L8_valley_20150711to20150720_water.tif","2015-07-11","2015-07-20",957606300,21161700,99.7057100365662,2.20985388254025,21224160.5743935,0.07897201
"Tulare","L8_valley_20150711to20150720_water.tif","2015-07-11","2015-07-20",9506785500,97198200,35.2458821754719,1.02240867851704,275771789.498977,0.07897201
"Yolo","L8_valley_20150711to20150720_water.tif","2015-07-11","2015-07-20",1948079700,36169650,94.7562649852266,1.85668224970467,38171249.1576564,0.07897201
"American","L8_valley_20150720to20150728_water.tif","2015-07-20","2015-07-28",864394200,20064600,41.1278674758714,2.32123260429096,48785899.2732151,0.07897201
"Butte","L8_valley_20150720to20150728_water.tif","2015-07-20","2015-07-28",1260388800,36367200,51.2486875257546,2.88539536371634,70962207.5330689,0.07897201
"Colusa","L8_valley_20150720to20150728_water.tif","2015-07-20","2015-07-28",1963177200,29205900,42.239424149336,1.48768537042912,69143698.3059796,0.07897201
"Delta","L8_valley_20150720to20150728_water.tif","2015-07-20","2015-07-28",4085019000,281442300,59.8592767165416,6.88962034203513,470173238.699067,0.07897201
"San Joaquin","L8_valley_20150720to20150728_water.tif","2015-07-20","2015-07-28",7944134400,259970400,68.9799944695154,3.27248239908932,376877965.84978,0.07897201
"Suisun","L8_valley_20150720to20150728_water.tif","2015-07-20","2015-07-28",279525600,126167400,45.4012399418098,45.1362594338408,277894172.409624,0.07897201
"Sutter","L8_valley_20150720to20150728_water.tif","2015-07-20","2015-07-28",652072500,16410600,67.8936130723229,2.51668334426003,24171051.2335215,0.07897201
"Tulare","L8_valley_20150720to20150728_water.tif","2015-07-20","2015-07-28",4821567300,110803500,17.8756944665374,2.29808054322917,619855638.097975,0.07897201
"Yolo","L8_valley_20150720to20150728_water.tif","2015-07-20","2015-07-28",1046635200,30347550,50.9092324888276,2.89953462295172,59611093.1483007,0.07897201
