"Filename","Path","Row","ImageDate","ImageQuality","PercentVisible","ValidationRate","PercentCloudCoverFullImage","PercentCloudCoverValley","CloudMaskedYN","PointsWithData","FalsePositives","FalseNegatives","Satellite","NADIR_OFFNADIR","IMAGE_QUALITY_OLI","IMAGE_QUALITY_TIRS","TIRS_SSM_MODEL","TIRS_SSM_POSITION_STATUS","TIRS_STRAY_LIGHT_CORRECTION_SOURCE"
"L8_p44r33_20160408_water.tif","44","33","2016-04-08","Bad",20.27,0.994,38.64,62.83,"Y",169,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p44r33_20160424_water.tif","44","33","2016-04-24","Fair",59.94,0.922,12.33,8,"Y",899,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p44r33_20160510_water.tif","44","33","2016-05-10","Good",98.22,0.964,0.29,0.03,"N",1481,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p44r33_20160526_water.tif","44","33","2016-05-26","Fair",95.3,0.95,3.45,0.39,"N",1494,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p44r33_20160611_water.tif","44","33","2016-06-11","Poor",48.9,0.987,16.78,31.27,"Y",624,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p44r33_20160627_water.tif","44","33","2016-06-27","Good",96.85,1,0.16,0.33,"N",439,0,0,"L8","NADIR",9,7,"PRELIMINARY","ESTIMATED",NA
"L8_p44r33_20160713_water.tif","44","33","2016-07-13","Excellent",98.71,0.998,0.15,0.02,"N",457,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p44r33_20160729_water.tif","44","33","2016-07-29","Excellent",98.59,0.997,0.12,0.02,"N",590,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p44r33_20160814_water.tif","44","33","2016-08-14","Good",99.81,0.996,0.2,0,"N",493,0,0,"L8","NADIR",9,7,"PRELIMINARY","ESTIMATED",NA
"L8_p44r33_20160830_water.tif","44","33","2016-08-30","Good",96.95,0.965,0.14,0.14,"N",1360,2,2,"L8","NADIR",9,7,"PRELIMINARY","ESTIMATED",NA
"L8_p44r33_20160915_water.tif","44","33","2016-09-15","Good",99.66,0.952,0.25,0.01,"N",1498,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p44r33_20161001_water.tif","44","33","2016-10-01","Fair",99.74,0.929,0.14,0.01,"N",1531,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p44r33_20161017_water.tif","44","33","2016-10-17","Bad",10.28,1,29.4,25.28,"Y",36,0,0,"L8","NADIR",9,7,"PRELIMINARY","ESTIMATED",NA
"L8_p44r33_20161102_water.tif","44","33","2016-11-02","Fair",75.82,0.903,2.74,5.9,"N",1531,7,7,"L8","NADIR",9,7,"PRELIMINARY","ESTIMATED",NA
"L8_p44r33_20161118_water.tif","44","33","2016-11-18","Bad",91.01,0.696,0.43,0.15,"N",1531,0,0,"L8","NADIR",9,7,"PRELIMINARY","ESTIMATED",NA
"L8_p44r33_20161204_water.tif","44","33","2016-12-04","Bad",20.83,0.964,72.45,62.09,"Y",247,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20161220_water.tif","44","33","2016-12-20","Bad",17.7,0.932,37.49,51.76,"Y",206,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20170105_water.tif","44","33","2017-01-05","Bad",71.44,0.747,15,4.54,"Y",613,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20170121_water.tif","44","33","2017-01-21","Bad",20.8,0.949,53.58,40.24,"Y",138,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20170206_water.tif","44","33","2017-02-06","Bad",2.03,0,77,87.17,"Y",0,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20170222_water.tif","44","33","2017-02-22","Bad",12.53,0.873,51.33,61.45,"Y",134,0,0,"L8","NADIR",9,7,"PRELIMINARY","ESTIMATED",NA
"L8_p44r33_20170326_water.tif","44","33","2017-03-26","Bad",0.78,0,87.61,88.99,"Y",0,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p44r33_20170427_water.tif","44","33","2017-04-27","Fair",50.33,0.982,16.39,13.77,"Y",834,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20170513_water.tif","44","33","2017-05-13","Good",86.33,0.99,4.94,0.02,"N",1529,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20170529_water.tif","44","33","2017-05-29","Fair",69.75,0.984,17,5.32,"Y",921,1,1,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20170614_water.tif","44","33","2017-06-14","Good",85.01,0.986,0.51,0.27,"N",1531,3,3,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20170630_water.tif","44","33","2017-06-30","Good",89.27,0.992,0.59,0.07,"N",1530,3,3,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20170716_water.tif","44","33","2017-07-16","Very Good",98.31,0.977,0.01,0,"N",1529,3,3,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20170801_water.tif","44","33","2017-08-01","Good",89.28,0.96,0.26,0.01,"N",1530,3,3,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20170817_water.tif","44","33","2017-08-17","Good",84.58,0.978,0.9,0.01,"N",1531,2,2,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20170902_water.tif","44","33","2017-09-02","Good",85.59,0.975,0.04,0.06,"N",1530,3,3,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20170918_water.tif","44","33","2017-09-18","Poor",43.96,0.959,31.65,21.05,"Y",614,2,2,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20171004_water.tif","44","33","2017-10-04","Good",86.37,0.965,0.01,0.01,"N",1531,3,3,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20171020_water.tif","44","33","2017-10-20","Poor",35.39,0.964,54.98,50.7,"Y",248,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20171105_water.tif","44","33","2017-11-05","Fair",75.26,0.947,14.85,2.11,"Y",1079,1,1,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20171121_water.tif","44","33","2017-11-21","Poor",27.12,0.88,45.26,52.47,"Y",209,1,1,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20171207_water.tif","44","33","2017-12-07","Poor",27.67,0.887,0.44,0.3,"N",1531,4,4,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20171223_water.tif","44","33","2017-12-23","Bad",2.97,1,48.5,76.09,"Y",2,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20180209_water.tif","44","33","2018-02-09","Poor",43.13,0.932,22.69,35.61,"Y",632,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20180225_water.tif","44","33","2018-02-25","Fair",72.26,0.968,8.18,8.86,"Y",786,1,1,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20180329_water.tif","44","33","2018-03-29","Fair",51.46,0.97,7.43,14.51,"Y",565,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20180414_water.tif","44","33","2018-04-14","Good",89.09,0.982,0.38,0.01,"N",1531,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20180430_water.tif","44","33","2018-04-30","Bad",24.99,0.993,51.56,61.94,"Y",144,1,1,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20180516_water.tif","44","33","2018-05-16","Bad",0.35,0,77.5,77.52,"Y",0,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20180601_water.tif","44","33","2018-06-01","Fair",70.96,0.992,0.27,0.13,"N",1530,1,1,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20180617_water.tif","44","33","2018-06-17","Poor",30.25,0.985,14.79,10.25,"Y",204,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20180703_water.tif","44","33","2018-07-03","Good",81.16,0.994,0.75,0.73,"N",1529,2,2,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20180719_water.tif","44","33","2018-07-19","Good",90.45,0.969,1.73,1.54,"N",1528,3,3,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20180804_water.tif","44","33","2018-08-04","Fair",62.18,0.991,2.66,3.92,"N",1528,4,4,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20180820_water.tif","44","33","2018-08-20","Very Good",92.37,0.986,1.1,0.01,"N",1529,10,1,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20180905_water.tif","44","33","2018-09-05","Good",84.34,0.981,3.1,0.03,"N",1529,4,1,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20180921_water.tif","44","33","2018-09-21","Very Good",93.4,0.973,0,0,"N",1529,2,2,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20181007_water.tif","44","33","2018-10-07","Good",80.56,0.965,0.05,0.09,"N",1531,3,3,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20181023_water.tif","44","33","2018-10-23","Bad",0.93,1,72.88,89.71,"Y",23,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20181108_water.tif","44","33","2018-11-08","Poor",40.86,0.984,11.71,14.33,"Y",504,2,2,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20181124_water.tif","44","33","2018-11-24","Bad",5.61,1,66.9,65.9,"Y",6,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20181210_water.tif","44","33","2018-12-10","Bad",23.57,0.927,55.86,52,"Y",96,1,1,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20181226_water.tif","44","33","2018-12-26","Poor",44.82,0.938,5.93,6.01,"Y",419,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20190111_water.tif","44","33","2019-01-11","Bad",3.82,0.828,80.33,76.39,"Y",58,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r33_20190127_water.tif","44","33","2019-01-27","Poor",33.23,0.88,5.07,6.4,"Y",208,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20130416_water.tif","44","34","2013-04-16","Very Good",94.43,0.984,0.35,0.12,"N",997,1,1,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20130603_water.tif","44","34","2013-06-03","Good",94.37,0.991,35.4,0.15,"Y",586,1,1,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20130619_water.tif","44","34","2013-06-19","Very Good",92.24,0.996,0.48,0.23,"N",776,1,1,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20130705_water.tif","44","34","2013-07-05","Good",99.55,0.99,34.67,0.01,"Y",585,2,2,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20130721_water.tif","44","34","2013-07-21","Good",98.39,0.984,36.23,0.06,"Y",633,0,0,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20130806_water.tif","44","34","2013-08-06","Fair",62.48,0.929,33.79,7.04,"Y",964,58,42,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20130822_water.tif","44","34","2013-08-22","Good",99.03,0.973,34.83,0.03,"Y",967,1,1,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20130907_water.tif","44","34","2013-09-07","Excellent",100,0.997,1.11,0.01,"N",326,1,0,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20130923_water.tif","44","34","2013-09-23","Fair",99.29,0.936,0.35,0.05,"N",1011,2,1,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20131009_water.tif","44","34","2013-10-09","Good",79.09,0.98,11.41,4.15,"Y",1022,3,2,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20131025_water.tif","44","34","2013-10-25","Good",99.82,0.97,7.59,0.03,"Y",1022,6,1,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20131110_water.tif","44","34","2013-11-10","Good",98.4,0.976,27.99,0.07,"Y",1021,1,1,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20131126_water.tif","44","34","2013-11-26","Bad",15.9,1,44.9,66.19,"Y",1,0,0,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20131212_water.tif","44","34","2013-12-12","Poor",67.08,0.9,0.76,1.16,"N",1018,18,18,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20131228_water.tif","44","34","2013-12-28","Fair",67.36,0.95,0.72,1.68,"N",1018,2,2,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20140113_water.tif","44","34","2014-01-13","Fair",68.62,0.907,0.54,1.24,"N",1022,0,0,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20140129_water.tif","44","34","2014-01-29","Bad",17,0,84.53,73.77,"Y",0,0,0,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20140214_water.tif","44","34","2014-02-14","Bad",17.25,0.733,69.7,62.34,"Y",15,0,0,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20140318_water.tif","44","34","2014-03-18","Very Good",90.59,0.981,0.34,0.2,"N",1018,1,1,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20140403_water.tif","44","34","2014-04-03","Poor",35.92,0.898,18.2,36.87,"Y",1018,36,15,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20140419_water.tif","44","34","2014-04-19","Good",89.12,0.981,11.35,2.06,"Y",1007,2,1,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20140505_water.tif","44","34","2014-05-05","Poor",38.91,0.9,18.29,15.65,"Y",1020,49,36,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20140521_water.tif","44","34","2014-05-21","Good",92.41,0.981,31.31,0.12,"Y",955,2,1,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20140606_water.tif","44","34","2014-06-06","Good",94.92,0.996,34.58,0.15,"Y",677,3,1,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20140622_water.tif","44","34","2014-06-22","Good",97.24,0.996,30.02,0.12,"Y",476,1,1,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20140708_water.tif","44","34","2014-07-08","Fair",52.83,0.955,35.43,23.06,"Y",288,2,2,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20140724_water.tif","44","34","2014-07-24","Excellent",98.23,0.995,0.43,0.07,"N",370,1,1,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20140809_water.tif","44","34","2014-08-09","Good",99.23,0.987,38.24,0.02,"Y",545,2,2,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20140825_water.tif","44","34","2014-08-25","Fair",60.14,0.933,64.37,29.12,"Y",682,2,2,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20140910_water.tif","44","34","2014-09-10","Very Good",99.73,0.988,24.8,0.01,"Y",595,2,2,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20140926_water.tif","44","34","2014-09-26","Bad",22.68,0.988,11.19,18.08,"Y",81,0,0,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20141012_water.tif","44","34","2014-10-12","Good",92.31,0.954,0.5,0.16,"N",987,3,3,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20141028_water.tif","44","34","2014-10-28","Good",98.44,0.963,0.67,0.08,"N",1022,5,5,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20141129_water.tif","44","34","2014-11-29","Bad",13.61,0.5,77.31,71.78,"Y",6,0,0,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20141215_water.tif","44","34","2014-12-15","Bad",12.6,0,65.66,83.33,"Y",0,0,0,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20141231_water.tif","44","34","2014-12-31","Fair",59.89,0.946,0.69,1.67,"N",1022,2,2,"L8","NADIR",9,9,NA,"ESTIMATED",NA
"L8_p44r34_20150116_water.tif","44","34","2015-01-16","Bad",11.54,0,73.44,83.52,"Y",0,0,0,"L8","NADIR",9,9,NA,"ESTIMATED",NA
"L8_p44r34_20150201_water.tif","44","34","2015-02-01","Poor",27.34,1,34.85,33.4,"Y",5,0,0,"L8","NADIR",9,9,NA,"ESTIMATED",NA
"L8_p44r34_20150217_water.tif","44","34","2015-02-17","Bad",18.9,0.948,79.52,62.95,"Y",58,0,0,"L8","NADIR",9,9,NA,"ESTIMATED",NA
"L8_p44r34_20150305_water.tif","44","34","2015-03-05","Very Good",93.46,0.975,0.7,0.16,"N",1020,1,1,"L8","NADIR",9,9,NA,"NOMINAL",NA
"L8_p44r34_20150321_water.tif","44","34","2015-03-21","Good",89.29,0.984,12.94,0.63,"Y",941,1,1,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20150406_water.tif","44","34","2015-04-06","Poor",39.12,0.995,27.31,14.57,"Y",215,1,1,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20150422_water.tif","44","34","2015-04-22","Fair",70.15,0.98,54.67,4.4,"Y",647,1,1,"L8","NADIR",9,9,NA,NA,NA
"L8_p44r34_20150508_water.tif","44","34","2015-05-08","Fair",50.29,0.965,39.08,4.94,"Y",577,1,1,"L8","NADIR",9,9,NA,"NOMINAL",NA
"L8_p44r34_20150524_water.tif","44","34","2015-05-24","Good",98.68,0.982,37.78,0.04,"Y",931,1,1,"L8","NADIR",9,9,NA,"NOMINAL",NA
"L8_p44r34_20150609_water.tif","44","34","2015-06-09","Bad",12.53,1,83.25,82.59,"Y",6,0,0,"L8","NADIR",9,9,NA,"NOMINAL",NA
"L8_p44r34_20150625_water.tif","44","34","2015-06-25","Excellent",99.05,0.997,4.99,0.04,"N",316,1,1,"L8","NADIR",9,9,NA,"NOMINAL",NA
"L8_p44r34_20150711_water.tif","44","34","2015-07-11","Very Good",96.87,0.975,20.54,0.04,"Y",990,1,1,"L8","NADIR",9,9,NA,"NOMINAL",NA
"L8_p44r34_20150727_water.tif","44","34","2015-07-27","Excellent",98.28,1,0.5,0.07,"N",335,0,0,"L8","NADIR",9,9,NA,"NOMINAL",NA
"L8_p44r34_20150812_water.tif","44","34","2015-08-12","Very Good",98.66,0.989,0.44,0.02,"N",803,1,1,"L8","NADIR",9,9,NA,"NOMINAL",NA
"L8_p44r34_20150828_water.tif","44","34","2015-08-28","Poor",43.66,0.973,35.43,34.1,"Y",113,0,0,"L8","NADIR",9,9,NA,"NOMINAL",NA
"L8_p44r34_20150913_water.tif","44","34","2015-09-13","Bad",12.65,0.333,76.34,67.29,"Y",3,0,0,"L8","NADIR",9,9,NA,"NOMINAL",NA
"L8_p44r34_20150929_water.tif","44","34","2015-09-29","Poor",29.62,0.971,61.38,63.38,"Y",310,0,0,"L8","NADIR",9,9,NA,"NOMINAL",NA
"L8_p44r34_20151015_water.tif","44","34","2015-10-15","Bad",14.99,0.949,62.27,67.59,"Y",39,0,0,"L8","NADIR",9,9,NA,"NOMINAL",NA
"L8_p44r34_20151031_water.tif","44","34","2015-10-31","Good",81.09,0.955,3.17,0.42,"N",1022,3,3,"L8","NADIR",9,9,NA,"NOMINAL",NA
"L8_p44r34_20151116_water.tif","44","34","2015-11-16","Poor",85.49,0.887,0.6,0.26,"N",1022,1,1,"L8","NADIR",9,9,NA,"ESTIMATED",NA
"L8_p44r34_20151202_water.tif","44","34","2015-12-02","Bad",12.68,0,87.87,83.26,"Y",0,0,0,"L8","NADIR",9,9,NA,"ESTIMATED",NA
"L8_p44r34_20151218_water.tif","44","34","2015-12-18","Poor",50.96,0.863,43.91,16.6,"Y",1022,56,9,"L8","NADIR",9,9,NA,"ESTIMATED",NA
"L8_p44r34_20160103_water.tif","44","34","2016-01-03","Bad",21.79,0.818,78.6,44.37,"Y",11,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p44r34_20160119_water.tif","44","34","2016-01-19","Bad",12.75,0.636,79.84,78.2,"Y",11,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p44r34_20160204_water.tif","44","34","2016-02-04","Poor",35.59,0.964,9.46,17.92,"Y",194,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p44r34_20160307_water.tif","44","34","2016-03-07","Bad",13.47,0,68.52,82.32,"Y",0,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p44r34_20160323_water.tif","44","34","2016-03-23","Good",83.24,0.982,10.14,5.21,"Y",931,1,1,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p44r34_20160408_water.tif","44","34","2016-04-08","Bad",22.42,1,81.09,58.74,"Y",54,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p44r34_20160424_water.tif","44","34","2016-04-24","Poor",34.06,0.947,17.04,17.26,"Y",171,1,0,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p44r34_20160510_water.tif","44","34","2016-05-10","Good",95.9,0.981,39.28,0.51,"Y",971,1,1,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p44r34_20160526_water.tif","44","34","2016-05-26","Good",98.2,0.982,33.82,0.03,"Y",947,1,1,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p44r34_20160611_water.tif","44","34","2016-06-11","Fair",64.77,0.976,16.52,9.64,"Y",499,1,1,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p44r34_20160627_water.tif","44","34","2016-06-27","Good",98.37,1,27.81,0.09,"Y",288,0,0,"L8","NADIR",9,7,"PRELIMINARY","ESTIMATED",NA
"L8_p44r34_20160713_water.tif","44","34","2016-07-13","Good",98.23,0.997,31.15,0.06,"Y",300,1,1,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p44r34_20160814_water.tif","44","34","2016-08-14","Good",99.73,0.988,33.74,0.01,"Y",408,1,1,"L8","NADIR",9,7,"PRELIMINARY","ESTIMATED",NA
"L8_p44r34_20160830_water.tif","44","34","2016-08-30","Good",95.94,0.984,0.49,0.17,"N",922,3,3,"L8","NADIR",9,7,"PRELIMINARY","ESTIMATED",NA
"L8_p44r34_20160915_water.tif","44","34","2016-09-15","Good",99.36,0.974,29.56,0.01,"Y",926,1,1,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p44r34_20161001_water.tif","44","34","2016-10-01","Good",99.95,0.964,1.05,0.02,"N",1019,3,1,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p44r34_20161017_water.tif","44","34","2016-10-17","Bad",15.36,1,11.85,21.98,"Y",12,0,0,"L8","NADIR",9,7,"PRELIMINARY","ESTIMATED",NA
"L8_p44r34_20161102_water.tif","44","34","2016-11-02","Good",93.42,0.95,0.63,0.13,"N",1022,1,1,"L8","NADIR",9,7,"PRELIMINARY","ESTIMATED",NA
"L8_p44r34_20161118_water.tif","44","34","2016-11-18","Bad",76.69,0.773,0.59,0.47,"N",1022,1,1,"L8","NADIR",9,7,"PRELIMINARY","ESTIMATED",NA
"L8_p44r34_20161204_water.tif","44","34","2016-12-04","Poor",43.09,0.98,18.19,12.02,"Y",153,1,1,"L8","NADIR",9,7,"PRELIMINARY","ESTIMATED",NA
"L8_p44r34_20161220_water.tif","44","34","2016-12-20","Poor",36.23,0.966,2.21,16.56,"N",1014,0,0,"L8","NADIR",9,7,"PRELIMINARY","ESTIMATED",NA
"L8_p44r34_20170105_water.tif","44","34","2017-01-05","Poor",59.06,0.9,9.03,5.49,"Y",200,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20170121_water.tif","44","34","2017-01-21","Bad",20.6,0.898,48.41,47.19,"Y",88,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20170222_water.tif","44","34","2017-02-22","Poor",35.79,0.876,47.24,31.41,"Y",89,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20170326_water.tif","44","34","2017-03-26","Bad",13.85,1,80.57,71.03,"Y",9,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20170427_water.tif","44","34","2017-04-27","Fair",61.57,0.989,9.84,3.62,"Y",537,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20170513_water.tif","44","34","2017-05-13","Good",77.18,0.987,0.5,0.05,"N",1022,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20170529_water.tif","44","34","2017-05-29","Poor",41.02,0.994,61.71,18.7,"Y",179,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20170614_water.tif","44","34","2017-06-14","Good",77.73,0.984,0.09,0.11,"N",1022,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20170630_water.tif","44","34","2017-06-30","Good",80.71,0.991,38.77,0.09,"Y",698,1,1,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20170716_water.tif","44","34","2017-07-16","Good",75.7,0.961,0.36,2.52,"N",1022,1,1,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20170801_water.tif","44","34","2017-08-01","Good",93.95,0.953,29.9,0,"Y",833,1,1,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20170817_water.tif","44","34","2017-08-17","Good",88.37,0.985,34.36,0.01,"Y",743,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20170902_water.tif","44","34","2017-09-02","Good",85.32,0.975,3.55,0.11,"N",1022,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20170918_water.tif","44","34","2017-09-18","Fair",58.34,0.952,48.43,9.57,"Y",355,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20171004_water.tif","44","34","2017-10-04","Good",78,0.973,4.25,0.01,"N",1022,1,1,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20171020_water.tif","44","34","2017-10-20","Bad",19.18,0,77.39,65.41,"Y",0,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20171105_water.tif","44","34","2017-11-05","Good",90.04,0.966,8.55,0.04,"Y",679,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20171121_water.tif","44","34","2017-11-21","Bad",12.9,0.769,31.76,73.72,"Y",13,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
