"yday","observed","obj","mass.kg","DER.obj","DER.obs","DER.obj2","DER.obs2"
47,135230.527908713,270461.055817427,0.120603598118688,103919297.861664,51959648.9308317,103919297.861664,51959648.9308317
48,135892.705536593,271785.411073185,0.12036543478033,104277779.960427,52138889.9802135,104277779.960427,52138889.9802135
49,136558.079942758,273116.159885517,0.120127287581359,104637175.284135,52318587.6420673,104637175.284135,52318587.6420673
50,137226.643382119,274453.286764238,0.119889164591469,104997471.217816,52498735.608908,104997471.217816,52498735.608908
51,137898.387731382,275796.775462764,0.119651073880355,105358654.989426,52679327.4947128,105358654.989426,52679327.4947128
52,138573.304484015,277146.60896803,0.119413023517709,105720713.669599,52860356.8347994,105720713.669599,52860356.8347994
53,139251.384745202,278502.769490404,0.119175021573226,106083634.17144,53041817.0857201,106083634.17144,53041817.0857201
54,139932.619226787,279865.238453574,0.1189370761166,106447403.250331,53223701.6251656,106447403.250331,53223701.6251656
55,140616.998242214,281233.996484429,0.118699195217524,106812007.503773,53406003.7518865,106812007.503773,53406003.7518865
56,141304.511701459,282609.023402918,0.118461386945692,107177433.371256,53588716.685628,107177433.371256,53588716.685628
57,141995.149105953,283990.298211905,0.118223659370797,107543667.134156,53771833.5670783,107543667.134156,53771833.5670783
58,142688.899543506,285377.799087012,0.117986020562535,107910694.915668,53955347.4578339,107910694.915668,53955347.4578339
59,143385.751683228,286771.503366455,0.117748478590597,108278502.680754,54139251.3403774,108278502.680754,54139251.3403774
60,144085.693770438,288171.387540877,0.117511041524679,108647076.236143,54323538.1180715,108647076.236143,54323538.1180715
61,144788.713621587,289577.427243174,0.117273717434474,109016401.230338,54508200.6151692,109016401.230338,54508200.6151692
62,145494.798619165,290989.597238331,0.117036514389676,109386463.153671,54693231.5768354,109386463.153671,54693231.5768354
63,146203.935706623,292407.871413246,0.116799440459978,109757247.338379,54878623.6691896,109757247.338379,54878623.6691896
64,146916.111383285,293832.222766571,0.116562503715074,110128738.958718,55064369.4793586,110128738.958718,55064369.4793586
65,147631.311699276,295262.623398553,0.116325712224658,110500923.0311,55250461.5155501,110500923.0311,55250461.5155501
66,148349.522250444,296699.044500888,0.116089074058424,110873784.414276,55436892.2071378,110873784.414276,55436892.2071378
67,149070.72817329,298141.45634658,0.115852597286066,111247307.809527,55623653.9047637,111247307.809527,55623653.9047637
68,149794.914139913,299589.828279827,0.115616289977277,111621477.760917,55810738.8804586,111621477.760917,55810738.8804586
69,150522.064352954,301044.128705908,0.115380160201752,111996278.655553,55998139.3277766,111996278.655553,55998139.3277766
70,151252.162540553,302504.325081106,0.115144216029183,112371694.72389,56185847.3619451,112371694.72389,56185847.3619451
71,151985.19195132,303970.38390264,0.114908465529265,112747710.04007,56373855.0200352,112747710.04007,56373855.0200352
72,152721.135349314,305442.270698627,0.114672916771692,113124308.522287,56562154.2611436,113124308.522287,56562154.2611436
73,153459.975009039,306919.950018078,0.114437577826157,113501473.933189,56750736.9665944,113501473.933189,56750736.9665944
74,154201.692710455,308403.38542091,0.114202456762354,113879189.880314,56939594.9401572,113879189.880314,56939594.9401572
75,154946.269734004,309892.539468009,0.113967561649977,114257439.816563,57128719.9082812,114257439.816563,57128719.9082812
76,155693.686855657,311387.373711314,0.11373290055872,114636207.040693,57318103.5203466,114636207.040693,57318103.5203466
77,156443.924341975,312887.84868395,0.113498481558276,115015474.697863,57507737.3489315,115015474.697863,57507737.3489315
78,157196.961945201,314393.923890402,0.113264312718339,115395225.780199,57697612.8900997,115395225.780199,57697612.8900997
79,157952.778898366,315905.557796732,0.113030402108603,115775443.127404,57887721.5637019,115775443.127404,57887721.5637019
80,158711.353910421,317422.707820843,0.112796757798762,116156109.427389,58078054.7136946,116156109.427389,58078054.7136946
81,159472.6651614,318945.330322801,0.11256338785851,116537207.216957,58268603.6084783,116537207.216957,58268603.6084783
82,160236.690297605,320473.380595209,0.11233030035754,116918718.882501,58459359.4412507,116918718.882501,58459359.4412507
83,161003.406426818,322006.812853635,0.112097503365546,117300626.660754,58650313.3303773,117300626.660754,58650313.3303773
84,161772.790113556,323545.580227112,0.111865004952222,117682912.639566,58841456.3197828,117682912.639566,58841456.3197828
85,162544.817374343,325089.634748687,0.111632813187262,118065558.75871,59032779.3793548,118065558.75871,59032779.3793548
86,163319.463673028,326638.927346056,0.111400936140359,118448546.810737,59224273.4053683,118448546.810737,59224273.4053683
87,164096.703916131,328193.407832262,0.111169381881207,118831858.441854,59415929.2209268,118831858.441854,59415929.2209268
88,164876.512448231,329753.024896462,0.110938158479501,119215475.152842,59607737.5764208,119215475.152842,59607737.5764208
89,165658.863047394,331317.726094788,0.110707274004933,119599378.300005,59799689.1500027,119599378.300005,59799689.1500027
90,166443.728920637,332887.457841275,0.110476736527198,119983549.096163,59991774.5480815,119983549.096163,59991774.5480815
91,167231.082699445,334462.165398889,0.110246554115989,120367968.611668,60183984.3058339,120367968.611668,60183984.3058339
92,168020.896435316,336041.792870632,0.110016734841,120752617.77546,60376308.8877298,120752617.77546,60376308.8877298
93,168813.141595375,337626.283190749,0.109787286771926,121137477.376164,60568738.6880823,121137477.376164,60568738.6880823
94,169607.789058015,339215.578116029,0.109558217978459,121522528.063211,60761264.0316055,121522528.063211,60761264.0316055
95,170404.809108605,340809.618217209,0.109329536530293,121907750.347999,60953875.1739996,121907750.347999,60953875.1739996
96,171204.171435239,342408.342870478,0.109101250497123,122293124.605092,61146562.302546,122293124.605092,61146562.302546
97,172005.845124548,344011.690249096,0.108873367948642,122678631.073446,61339315.5367228,122678631.073446,61339315.5367228
98,172809.798657561,345619.597315121,0.108645896954544,123064249.857673,61532124.9288365,123064249.857673,61532124.9288365
99,173615.999905629,347231.999811258,0.108418845584522,123449960.929342,61724980.4646711,123449960.929342,61724980.4646711
100,174424.416126409,348848.832252819,0.108192221908271,123835744.128312,61917872.0641558,123835744.128312,61917872.0641558
101,175235.01395991,350470.027919819,0.107966033995484,124221579.164092,62110789.5820462,124221579.164092,62110789.5820462
102,176047.759424597,352095.518849195,0.107740289915855,124607445.617249,62303722.8086244,124607445.617249,62303722.8086244
103,176862.617913578,353725.235827155,0.107514997739078,124993322.940836,62496661.4704182,124993322.940836,62496661.4704182
104,177679.554190837,355359.108381673,0.107290165534846,125379190.461861,62689595.2309305,125379190.461861,62689595.2309305
105,178498.532387559,356997.064775118,0.107065801372854,125765027.382786,62882513.6913932,125765027.382786,62882513.6913932
106,179319.515998514,358639.031997027,0.106841913322794,126150812.783061,63075406.3915307,126150812.783061,63075406.3915307
107,180142.467878519,360284.935757039,0.106618509454362,126536525.620688,63268262.8103439,126536525.620688,63268262.8103439
108,180967.350238984,361934.700477968,0.10639559783725,126922144.733817,63461072.3669086,126922144.733817,63461072.3669086
109,181794.124644525,363588.249289051,0.106173186541153,127307648.84238,63653824.4211897,127307648.84238,63653824.4211897
110,182622.752009669,365245.504019339,0.105951283635764,127693016.549744,63846508.2748717,127693016.549744,63846508.2748717
111,183453.19259564,366906.38519128,0.105729897190777,128078226.344412,64039113.172206,128078226.344412,64039113.172206
112,184285.406007225,368570.812014449,0.105509035275885,128463256.60174,64231628.3008703,128463256.60174,64231628.3008703
113,185119.351189736,370238.702379471,0.105288705960784,128848085.585695,64424042.7928478,128848085.585695,64424042.7928478
114,185954.98642606,371909.972852121,0.105068917315165,129232691.450633,64616345.7253162,129232691.450633,64616345.7253162
115,186792.2693338,373584.5386676,0.104849677408724,129617052.243117,64808526.1215583,129617052.243117,64808526.1215583
116,187631.15686251,375262.313725019,0.104630994311154,130001145.903758,65000572.9518794,130001145.903758,65000572.9518794
117,188471.60529103,376943.21058206,0.104412876092148,130384950.269089,65192475.1345444,130384950.269089,65192475.1345444
118,189313.570224922,378627.140449844,0.104195330821401,130768443.07346,65384221.53673,130768443.07346,65384221.53673
119,190157.006594002,380314.013188005,0.103978366568606,131151601.95097,65575800.975485,131151601.95097,65575800.975485
120,191001.868649982,382003.737299964,0.103761991403457,131534404.437422,65767202.2187108,131534404.437422,65767202.2187108
121,191848.109964213,383696.219928426,0.103546213395648,131916827.9723,65958413.9861502,131916827.9723,65958413.9861502
122,192695.683425544,385391.366851088,0.103331040614872,132298849.900786,66149424.9503929,132298849.900786,66149424.9503929
123,193544.541238284,387089.082476568,0.103116481130824,132680447.475785,66340223.7378923,132680447.475785,66340223.7378923
124,194394.634920286,388789.269840572,0.102902543013197,133061597.85999,66530798.9299951,133061597.85999,66530798.9299951
125,195245.915301138,390491.830602275,0.102689234331685,133442278.127964,66721139.0639823,133442278.127964,66721139.0639823
126,196098.33252048,392196.66504096,0.102476563155982,133822465.268248,66911232.6341242,133822465.268248,66911232.6341242
127,196951.836026439,393903.672052878,0.102264537555781,134202136.185491,67101068.0927456,134202136.185491,67101068.0927456
128,197806.374574185,395612.74914837,0.102053165600777,134581267.702606,67290633.8513028,134581267.702606,67290633.8513028
129,198661.896224613,397323.792449226,0.101842455360662,134959836.562939,67479918.2814695,134959836.562939,67479918.2814695
130,199518.348343159,399036.696686318,0.101632414905132,135337819.432479,67668909.7162396,135337819.432479,67668909.7162396
131,200375.677598735,400751.355197471,0.101423052303879,135715192.902061,67857596.4510304,135715192.902061,67857596.4510304
132,201233.829962811,402467.659925622,0.101214375626597,136091933.489614,68045966.7448068,136091933.489614,68045966.7448068
133,202092.750708614,404185.501417228,0.101006392942981,136468017.642411,68234008.8212054,136468017.642411,68234008.8212054
134,202952.384410485,405904.76882097,0.100799112322724,136843421.739349,68421710.8696745,136843421.739349,68421710.8696745
135,203812.674943357,407625.349886714,0.100592541835519,137218122.093236,68609061.046618,137218122.093236,68609061.046618
136,204673.56548239,409347.130964781,0.100386689551061,137592094.953107,68796047.4765535,137592094.953107,68796047.4765535
137,205534.998502742,411069.997005483,0.100181563539043,137965316.506544,68982658.253272,137965316.506544,68982658.253272
138,206396.915779487,412793.831558974,0.0999771718691595,138337762.882018,69168881.4410089,138337762.882018,69168881.4410089
139,207259.264964207,414518.529928413,0.0997735210801226,138709413.000985,69354706.5004925,138709413.000985,69354706.5004925
140,208122.019533759,416244.039067518,0.09957061158672,139080257.165063,69540128.5825313,139080257.165063,69540128.5825313
141,208985.159444653,417970.318889307,0.0993684422727585,139450288.570517,69725144.2852585,139450288.570517,69725144.2852585
142,209848.664612365,419697.32922473,0.0991670120220445,139819500.467805,69909750.2339025,139819500.467805,69909750.2339025
143,210712.514912446,421425.029824893,0.0989663197183847,140187886.161843,70093943.0809211,140187886.161843,70093943.0809211
144,211576.690181647,423153.380363294,0.0987663642455855,140555439.012271,70277719.5061357,140555439.012271,70277719.5061357
145,212441.170219037,424882.340438075,0.0985671444874534,140922152.43372,70461076.2168597,140922152.43372,70461076.2168597
146,213305.934787132,426611.869574263,0.0983686593277952,141288019.896053,70644009.9480267,141288019.896053,70644009.9480267
147,214170.963613018,428341.927226036,0.0981709076504173,141653034.924622,70826517.4623111,141653034.924622,70826517.4623111
148,215036.236389485,430072.47277897,0.0979738883391263,142017191.1005,71008595.5502499,142017191.1005,71008595.5502499
149,215901.732776158,431803.465552315,0.0977776002777287,142380482.060717,71190241.0303587,142380482.060717,71190241.0303587
150,216767.43240063,433534.864801259,0.097582042350031,142742901.498488,71371450.749244,142742901.498488,71371450.749244
151,217633.314859603,435266.629719206,0.09738721343984,143104443.16343,71552221.5817152,143104443.16343,71552221.5817152
152,218499.359720027,436998.719440054,0.097193112430962,143465100.861781,71732550.4308903,143465100.861781,71732550.4308903
153,219365.546520238,438731.093040476,0.0969997382072037,143824868.456599,71912434.2282995,143824868.456599,71912434.2282995
154,220231.854771105,440463.70954221,0.0968070896523716,144183739.867971,72091869.9339857,144183739.867971,72091869.9339857
155,221098.263957176,442196.527914353,0.0966151656502722,144541709.073205,72270854.5366022,144541709.073205,72270854.5366022
156,221964.753537822,443929.507075643,0.0964239650847122,144898770.107011,72449385.0535059,144898770.107011,72449385.0535059
157,222831.302948387,445662.605896774,0.0962334868394981,145254917.061695,72627458.5308474,145254917.061695,72627458.5308474
158,223697.89160134,447395.78320268,0.0960437297984364,145610144.08732,72805072.0436599,145610144.08732,72805072.0436599
159,224564.498887427,449128.997774854,0.0958546928453336,145964445.391885,72982222.6959423,145964445.391885,72982222.6959423
160,225431.10417682,450862.208353641,0.0956663748639965,146317815.24148,73158907.62074,146317815.24148,73158907.62074
161,226297.686820279,452595.373640558,0.0954787747382314,146670247.960448,73335123.9802238,146670247.960448,73335123.9802238
162,227164.226150297,454328.452300593,0.0952918913518449,147021737.931523,73510868.9657617,147021737.931523,73510868.9657617
163,228030.701482267,456061.402964535,0.0951057235886437,147372279.595986,73686139.797993,147372279.595986,73686139.797993
164,228897.092115635,457794.18423127,0.0949202703324342,147721867.45379,73860933.7268951,147721867.45379,73860933.7268951
165,229763.377335056,459526.754670113,0.0947355304670231,148070496.063695,74035248.0318474,148070496.063695,74035248.0318474
166,230629.536411558,461259.072823116,0.0945515028762168,148418160.043388,74209080.0216942,148418160.043388,74209080.0216942
167,231495.548603697,462991.097207393,0.0943681864438219,148764854.069603,74382427.0348019,148764854.069603,74382427.0348019
168,232361.393158719,464722.786317439,0.094185580053645,149110572.878229,74555286.4391145,149110572.878229,74555286.4391145
169,233227.049313724,466454.098627448,0.0940036825894927,149455311.264413,74727655.6322066,149455311.264413,74727655.6322066
170,234092.49629682,468184.99259364,0.0938224929351715,149799064.08266,74899532.0413301,149799064.08266,74899532.0413301
171,234957.713328289,469915.426656577,0.0936420099744879,150141826.246922,75070913.123461,150141826.246922,75070913.123461
172,235822.679621746,471645.359243492,0.0934622325912485,150483592.730683,75241796.3653415,150483592.730683,75241796.3653415
173,236687.374385301,473374.748770601,0.0932831596692598,150824358.567038,75412179.2835193,150824358.567038,75412179.2835193
174,237551.776822719,475103.553645438,0.0931047900923285,151164118.848767,75582059.4243834,151164118.848767,75582059.4243834
175,238415.866134582,476831.732269164,0.0929271227442611,151502868.728395,75751434.3641973,151502868.728395,75751434.3641973
176,239279.621519448,478559.243038895,0.092750156508864,151840603.418256,75920301.7091282,151840603.418256,75920301.7091282
177,240143.02217501,480286.044350019,0.092573890269944,152177318.190548,76088659.0952739,152177318.190548,76088659.0952739
178,241006.047299259,482012.094598518,0.0923983229113075,152513008.377374,76256504.1886869,152513008.377374,76256504.1886869
179,241868.676091638,483737.352183276,0.092223453316761,152847669.370787,76423834.6853933,152847669.370787,76423834.6853933
180,242730.887754205,485461.77550841,0.0920492803701112,153181296.622824,76590648.3114121,153181296.622824,76590648.3114121
181,243592.661492785,487185.322985569,0.0918758029551647,153513885.645535,76756942.8227676,153513885.645535,76756942.8227676
182,244453.976518129,488907.953036257,0.0917030199557278,153845432.011002,76922716.0055012,153845432.011002,76922716.0055012
183,245314.812047068,490629.624094136,0.0915309302556073,154175931.351359,77087965.6756794,154175931.351359,77087965.6756794
184,246175.147303669,492350.294607339,0.0913595327386097,154505379.3588,77252689.6793998,154505379.3588,77252689.6793998
185,247034.961520385,494069.923040771,0.0911888262885414,154833771.785583,77416885.8927912,154833771.785583,77416885.8927912
186,247894.233939208,495788.467878416,0.0910188097892092,155161104.444029,77580552.2220147,155161104.444029,77580552.2220147
187,248752.943812815,497505.887625631,0.0908494821244194,155487373.206514,77743686.6032568,155487373.206514,77743686.6032568
188,249611.070405724,499222.140811448,0.0906808421779788,155812574.005452,77906287.0027262,155812574.005452,77906287.0027262
189,250468.592995432,500937.185990863,0.0905128888336938,156136702.83328,78068351.4166404,156136702.83328,78068351.4166404
190,251325.490873565,502650.98174713,0.090345620975371,156459755.742429,78229877.8712144,156459755.742429,78229877.8712144
191,252181.74334702,504363.486694039,0.0901790374868169,156781728.845289,78390864.4226448,156781728.845289,78390864.4226448
192,253037.329739104,506074.659478209,0.0900131372518382,157102618.314181,78551309.1570902,157102618.314181,78551309.1570902
193,253892.229390676,507784.458781352,0.0898479191542413,157422420.381301,78711210.1906503,157422420.381301,78711210.1906503
194,254746.421661282,509492.843322563,0.0896833820778328,157741131.338682,78870565.6693412,157741131.338682,78870565.6693412
195,255599.885930287,511199.771860574,0.0895195249064193,158058747.538133,79029373.7690665,158058747.538133,79029373.7690665
196,256452.601598013,512905.203196027,0.0893563465238074,158375265.391179,79187632.6955891,158375265.391179,79187632.6955891
197,257304.548086864,514609.096173729,0.0891938458138035,158690681.368994,79345340.6844968,158690681.368994,79345340.6844968
198,258155.704842454,516311.409684908,0.0890320216602142,159004992.002332,79502496.0011661,159004992.002332,79502496.0011661
199,259006.051334733,518012.102669466,0.0888708729468462,159318193.881448,79659096.9407239,159318193.881448,79659096.9407239
200,259855.567059105,519711.134118211,0.0887103985575059,159630283.65601,79815141.828005,159630283.65601,79815141.828005
201,260704.231537554,521408.463075107,0.0885505973759999,159941258.035019,79970629.0175098,159941258.035019,79970629.0175098
202,261552.02431975,523104.048639501,0.0883914682861347,160251113.786709,80125556.8933542,160251113.786709,80125556.8933542
203,262398.924984174,524797.849968347,0.088233010171717,160559847.738446,80279923.8692232,160559847.738446,80279923.8692232
204,263244.913139213,526489.826278426,0.0880752219165532,160867456.776628,80433728.3883139,160867456.776628,80433728.3883139
205,264089.968424283,528179.936848565,0.08791810240445,161173937.846571,80586968.9232858,161173937.846571,80586968.9232858
206,264934.070510918,529868.141021835,0.0877616505192138,161479287.952395,80739643.9761974,161479287.952395,80739643.9761974
207,265777.19910388,531554.398207759,0.0876058651446513,161783504.1569,80891752.0784502,161783504.1569,80891752.0784502
208,266619.333942248,533238.667884496,0.0874507451645689,162086583.581444,81043291.790722,162086583.581444,81043291.790722
209,267460.454800519,534920.909601037,0.0872962894627734,162388523.405808,81194261.7029044,162388523.405808,81194261.7029044
210,268300.541489686,536601.082979372,0.0871424969230711,162689320.868061,81344660.4340307,162689320.868061,81344660.4340307
211,269139.573858336,538279.147716673,0.0869893664292686,162988973.264419,81494486.6322091,162988973.264419,81494486.6322091
212,269977.531793722,539955.063587444,0.0868368968651726,163287477.949093,81643738.9745464,163287477.949093,81643738.9745464
213,270814.395222846,541628.790445692,0.0866850871145895,163584832.334146,81792416.1670732,163584832.334146,81792416.1670732
214,271650.144113527,543300.288227055,0.086533936061326,163881033.889329,81940516.9446646,163881033.889329,81940516.9446646
215,272484.75847548,544969.516950961,0.0863834425891885,164176080.141923,82088040.0709614,164176080.141923,82088040.0709614
216,273318.225683016,546636.451366033,0.0862336042894913,164469971.285316,82234985.642658,164469971.285316,82234985.642658
217,274150.562619412,548301.125238825,0.086084413583579,164762718.017264,82381359.0086317,164762718.017264,82381359.0086317
218,274981.794024342,549963.588048685,0.0859358616003038,165054333.734081,82527166.8670402,165054333.734081,82527166.8670402
219,275811.945216126,551623.890432252,0.085787939468518,165344831.923263,82672415.9616316,165344831.923263,82672415.9616316
220,276641.042090941,553282.084181882,0.085640638317074,165634226.16174,82817113.08087,165634226.16174,82817113.08087
221,277469.111122047,554938.222244094,0.0854939492748238,165922530.114139,82961265.0570697,165922530.114139,82961265.0570697
222,278296.179359013,556592.358718026,0.0853478634706199,166209757.531068,83104878.7655338,166209757.531068,83104878.7655338
223,279122.274426956,558244.548853911,0.0852023720333144,166495922.247399,83247961.1236995,166495922.247399,83247961.1236995
224,279947.424525796,559894.849051592,0.0850574660917597,166781038.180582,83390519.0902912,166781038.180582,83390519.0902912
225,280771.658429519,561543.316859038,0.0849131367748079,167065119.328956,83532559.6644779,167065119.328956,83532559.6644779
226,281595.005485461,563190.010970921,0.0847693752113114,167348179.770077,83674089.8850389,167348179.770077,83674089.8850389
227,282417.4956136,564834.9912272,0.0846261725301224,167630233.659065,83815116.8295324,167630233.659065,83815116.8295324
228,283239.159305883,566478.318611765,0.0844835198600932,167911295.226951,83955647.6134757,167911295.226951,83955647.6134757
229,284060.027625551,568120.055251102,0.084341408330076,168191378.779049,84095689.3895243,168191378.779049,84095689.3895243
230,284880.132206511,569760.264413022,0.0841998290689231,168470498.693328,84235249.3466641,168470498.693328,84235249.3466641
231,285699.505252707,571399.010505414,0.0840587732054867,168748669.418806,84374334.7094028,168748669.418806,84374334.7094028
232,286518.179537539,573036.359075079,0.0839182318686192,169025905.473946,84512952.7369731,169025905.473946,84512952.7369731
233,287336.188403293,574672.376806587,0.0837781961871727,169302221.445073,84651110.7225366,169302221.445073,84651110.7225366
234,288153.565760609,576307.131521218,0.0836386572899996,169577631.984794,84788815.9923972,169577631.984794,84788815.9923972
235,288970.346087971,577940.692175941,0.0834996063059521,169852151.810431,84926075.9052156,169852151.810431,84926075.9052156
236,289786.564431242,579573.128862485,0.0833610343638825,170125795.702469,85062897.8512344,170125795.702469,85062897.8512344
237,290602.256403222,581204.512806443,0.083222932592643,170398578.503008,85199289.2515043,170398578.503008,85199289.2515043
238,291417.458183242,582834.916366483,0.0830852921210859,170670515.114232,85335257.557116,170670515.114232,85335257.557116
239,292232.206516804,584464.413033608,0.0829481040780634,170941620.496879,85470810.2484394,170941620.496879,85470810.2484394
240,293046.538715253,586093.077430506,0.0828113595924278,171211909.668731,85605954.8343655,171211909.668731,85605954.8343655
241,293860.492655487,587720.985310973,0.0826750497930315,171481397.703105,85740698.8515526,171481397.703105,85740698.8515526
242,294674.106779719,589348.213559439,0.0825391658087265,171750099.727359,85875049.8636791,171750099.727359,85875049.8636791
243,295487.420095275,590974.840190551,0.0824036987683653,172018030.921399,86009015.4606995,172018030.921399,86009015.4606995
244,296300.472174441,592600.944348883,0.0822686398008,229139324.666557,114569662.333279,172285206.516209,86142603.2581042
245,297113.303154356,594226.606308713,0.0821339800348829,229493683.58385,114746841.791925,172551641.792369,86275820.8961842
246,297925.953736957,595851.907473914,0.0819997105994663,229847078.264538,114923539.132269,172817352.0786,86408676.0393
247,298738.465188969,597476.930377937,0.0818658226234025,230199529.157906,115099764.578953,173082352.750305,86541176.3751526
248,299550.879341957,599101.758683913,0.0817323072355437,230551056.773401,115275528.386701,173346659.228121,86673329.6140607
249,300363.238592421,600726.477184843,0.0815991555647421,230901681.678714,115450840.839357,173610286.976477,86805143.4882383
250,301175.58590196,602351.17180392,0.0814663587398501,231251424.497871,115625712.248936,173873251.502159,86936625.7510795
251,301987.964797477,603975.929594954,0.0813339078897198,231600305.909332,115800152.954666,174135568.352882,87067784.1764408
252,302800.419371461,605600.838742922,0.0812017941432036,231948346.6441,115974173.32205,174397253.115864,87198626.5579322
253,303612.994282316,607225.988564633,0.0810700086291538,232295567.48383,116147783.741915,174658321.416414,87329160.7082067
254,304425.734754764,608851.469509527,0.0809385424764225,232641989.258956,116320994.629478,174918788.916508,87459394.4582543
255,305238.686580302,610477.373160603,0.080807386813862,232987632.846815,116493816.423407,175178671.313394,87589335.6566974
