trt,yday,zday,fit,se.fit,pred,lcl,ucl,fit2,se.fit2,pred2,lcl2,ucl2,fit1,se.fit1,fit21,se.fit21,fit3,se.fit3,pred3,lcl3,ucl3
WEEK3,216,0.66,-1.5206551433000763,0.5150598460010702,0.17936506648508357,0.07237444847901041,0.3797674371292346,-1.3328185432988775,1.0249032824790723,0.20869352728116985,0.032842907864605184,0.6719434144047168,-1.5206551433000763,0.5150598460010702,-1.3328185432988775,1.0249032824790723,-2.3262321567525412,0.9364671674973297,0.08897360184128288,0.014786168947179216,0.38857696607391207
WEEK4,216,0.66,-1.3289232300411324,0.5222765864114682,0.20933753136836245,0.08521774302124023,0.42938272553185947,-1.3328185432988775,1.0249032824790723,0.20869352728116985,0.032842907864605184,0.6719434144047168,-1.3289232300411324,0.5222765864114682,-1.3328185432988775,1.0249032824790723,-2.3262321567525412,0.9364671674973297,0.08897360184128288,0.014786168947179216,0.38857696607391207
WEEK1,217,0.67,0.020557261012505545,0.4781048766547525,0.5051391342708027,0.2817793547882966,0.7264662505194995,-1.174777418332583,1.0229374726620573,0.23599252933122458,0.03839589190612206,0.7049740192056609,0.020557261012505545,0.4781048766547525,-1.174777418332583,1.0229374726620573,-2.155613803569825,0.9330987252016086,0.10380779841033637,0.017604987222814623,0.42814675947697245
WEEK2,217,0.67,-2.4622253433628636,0.4955918126948748,0.07854911756428075,0.030667359082723708,0.18678432960224098,-1.174777418332583,1.0229374726620573,0.23599252933122458,0.03839589190612206,0.7049740192056609,-2.4622253433628636,0.4955918126948748,-1.174777418332583,1.0229374726620573,-2.155613803569825,0.9330987252016086,0.10380779841033637,0.017604987222814623,0.42814675947697245
WEEK3,217,0.67,-1.4463701687407968,0.49803831268976323,0.19056082926284842,0.07999265806354115,0.389290975753623,-1.174777418332583,1.0229374726620573,0.23599252933122458,0.03839589190612206,0.7049740192056609,-1.4463701687407968,0.49803831268976323,-1.174777418332583,1.0229374726620573,-2.155613803569825,0.9330987252016086,0.10380779841033637,0.017604987222814623,0.42814675947697245
WEEK4,217,0.67,-1.182976173744466,0.5014941578198424,0.23451749430011862,0.1010179821875003,0.4551241186466924,-1.174777418332583,1.0229374726620573,0.23599252933122458,0.03839589190612206,0.7049740192056609,-1.182976173744466,0.5014941578198424,-1.174777418332583,1.0229374726620573,-2.155613803569825,0.9330987252016086,0.10380779841033637,0.017604987222814623,0.42814675947697245
WEEK1,218,0.68,0.14116751035773012,0.47242292389050194,0.5352333853246457,0.3092392371630062,0.7476302678492083,-1.0151683059218488,1.0214714843942994,0.26596962385560297,0.04486857555851195,0.736484240415127,0.14116751035773012,0.47242292389050194,-1.0151683059218488,1.0214714843942994,-1.9833475343666493,0.9304885381185829,0.12096244091397407,0.02095245032982686,0.46944550422045933
WEEK2,218,0.68,-2.1373099723122397,0.4870720966971886,0.10552302633263307,0.04263724668109497,0.2380925226206811,-1.0151683059218488,1.0214714843942994,0.26596962385560297,0.04486857555851195,0.736484240415127,-2.1373099723122397,0.4870720966971886,-1.0151683059218488,1.0214714843942994,-1.9833475343666493,0.9304885381185829,0.12096244091397407,0.02095245032982686,0.46944550422045933
WEEK3,218,0.68,-1.3685181260053714,0.48465028773362195,0.20285937097849074,0.08803888971701307,0.40150034628666886,-1.0151683059218488,1.0214714843942994,0.26596962385560297,0.04486857555851195,0.736484240415127,-1.3685181260053714,0.48465028773362195,-1.0151683059218488,1.0214714843942994,-1.9833475343666493,0.9304885381185829,0.12096244091397407,0.02095245032982686,0.46944550422045933
WEEK4,218,0.68,-1.0415090783625214,0.48485546864744405,0.26085892119815973,0.11802991637991296,0.4820581715411734,-1.0151683059218488,1.0214714843942994,0.26596962385560297,0.04486857555851195,0.736484240415127,-1.0415090783625214,0.48485546864744405,-1.0151683059218488,1.0214714843942994,-1.9833475343666493,0.9304885381185829,0.12096244091397407,0.02095245032982686,0.46944550422045933
WEEK1,219,0.69,0.2617777585382157,0.4672547588214317,0.565073253903286,0.33788542436202,0.767863652211047,-0.8531406488405024,1.0204711790305088,0.2987744500371431,0.05244683745803458,0.7663476711538185,0.2617777585382157,0.4672547588214317,-0.8531406488405024,1.0204711790305088,-1.8085422343872897,0.9285942392532239,0.14081440220540145,0.024947183435593972,0.5121591632795349
WEEK2,219,0.69,-1.8123946259957657,0.479263222351132,0.14034896250108808,0.058915924096721056,0.29862204828374755,-0.8531406488405024,1.0204711790305088,0.2987744500371431,0.05244683745803458,0.7663476711538185,-1.8123946259957657,0.479263222351132,-0.8531406488405024,1.0204711790305088,-1.8085422343872897,0.9285942392532239,0.14081440220540145,0.024947183435593972,0.5121591632795349
WEEK3,219,0.69,-1.2851772037164988,0.4749421700594245,0.21667023773380706,0.09664583769782921,0.4169533479742369,-0.8531406488405024,1.0204711790305088,0.2987744500371431,0.05244683745803458,0.7663476711538185,-1.2851772037164988,0.4749421700594245,-0.8531406488405024,1.0204711790305088,-1.8085422343872897,0.9285942392532239,0.14081440220540145,0.024947183435593972,0.5121591632795349
WEEK4,219,0.69,-0.9066388329817894,0.47253030025755993,0.28768812810225697,0.13567348749772204,0.509604260402513,-0.8531406488405024,1.0204711790305088,0.2987744500371431,0.05244683745803458,0.7663476711538185,-0.9066388329817894,0.47253030025755993,-0.8531406488405024,1.0204711790305088,-1.8085422343872897,0.9285942392532239,0.14081440220540145,0.024947183435593972,0.5121591632795349
WEEK1,220,0.7,0.3823880051159807,0.46261760106761185,0.5944489313744912,0.3675255005958646,0.7871151606595461,-0.687744982910294,1.019879618060987,0.3345349006284079,0.06136977130864001,0.7944587388549695,0.3823880051159807,0.46261760106761185,-0.687744982910294,1.019879618060987,-1.6302059009191332,0.9273393212444775,0.16380215681414975,0.029745384694878318,0.5558837263986658
WEEK2,220,0.7,-1.487479313240367,0.4722004533680614,0.1843003701800781,0.08077375201110643,0.36747175748020783,-0.687744982910294,1.019879618060987,0.3345349006284079,0.06136977130864001,0.7944587388549695,-1.487479313240367,0.4722004533680614,-0.687744982910294,1.019879618060987,-1.6302059009191332,0.9273393212444775,0.16380215681414975,0.029745384694878318,0.5558837263986658
WEEK3,220,0.7,-1.1942149596315352,0.46868318604753845,0.23250594130231167,0.1060649639838946,0.43613855237469623,-0.687744982910294,1.019879618060987,0.3345349006284079,0.06136977130864001,0.7944587388549695,-1.1942149596315352,0.46868318604753845,-0.687744982910294,1.019879618060987,-1.6302059009191332,0.9273393212444775,0.16380215681414975,0.029745384694878318,0.5558837263986658
WEEK4,220,0.7,-0.7804224473626462,0.46434918727929086,0.3142288461255752,0.1532777839746038,0.5370012150031139,-0.687744982910294,1.019879618060987,0.3345349006284079,0.06136977130864001,0.7944587388549695,-0.7804224473626462,0.46434918727929086,-0.687744982910294,1.019879618060987,-1.6302059009191332,0.9273393212444775,0.16380215681414975,0.029745384694878318,0.5558837263986658
WEEK1,221,0.71,0.5029982496394676,0.4585275611818821,0.623163671861313,0.3979397592760907,0.8053467833183667,-0.5179696222281134,1.0196206963543182,0.373327126351112,0.07194353411016406,0.8207256789227637,0.5029982496394676,0.4585275611818821,-0.5179696222281134,1.0196206963543182,-1.4472852610988913,0.9266175679967597,0.19041971861370957,0.03555334090668117,0.6001163383867744
WEEK2,221,0.71,-1.1625640427579136,0.46591771621715977,0.23820169745441006,0.10964235544301906,0.4425723882133133,-0.5179696222281134,1.0196206963543182,0.373327126351112,0.07194353411016406,0.8207256789227637,-1.1625640427579136,0.46591771621715977,-0.5179696222281134,1.0196206963543182,-1.4472852610988913,0.9266175679967597,0.19041971861370957,0.03555334090668117,0.6001163383867744
WEEK3,221,0.71,-1.0933767676401036,0.4653809240417738,0.25098294450414255,0.11669172683422734,0.45943561980061653,-0.5179696222281134,1.0196206963543182,0.373327126351112,0.07194353411016406,0.8207256789227637,-1.0933767676401036,0.4653809240417738,-0.5179696222281134,1.0196206963543182,-1.4472852610988913,0.9266175679967597,0.19041971861370957,0.03555334090668117,0.6001163383867744
WEEK4,221,0.71,-0.6646333504989475,0.4598049352515397,0.33969956295182746,0.17019537763482245,0.563401010654086,-0.5179696222281134,1.0196206963543182,0.373327126351112,0.07194353411016406,0.8207256789227637,-0.6646333504989475,0.4598049352515397,-0.5179696222281134,1.0196206963543182,-1.4472852610988913,0.9266175679967597,0.19041971861370957,0.03555334090668117,0.6001163383867744
WEEK1,222,0.72,0.6236084916633763,0.4549993934715033,0.6510387981491884,0.42888781131318465,0.8225334892012582,-0.3427728971407631,1.019606348336561,0.415136064837454,0.08455674023273069,0.8450691800537958,0.6236084916633763,0.4549993934715033,-0.3427728971407631,1.019606348336561,-1.258700679903074,0.9263027124417407,0.22119764402763817,0.042643290835251965,0.6442605731078771
WEEK2,222,0.72,-0.8376488226181751,0.4604469360975484,0.30203020007532777,0.14697295094542798,0.5207992526664514,-0.3427728971407631,1.019606348336561,0.415136064837454,0.08455674023273069,0.8450691800537958,-0.8376488226181751,0.4604469360975484,-0.3427728971407631,1.019606348336561,-1.258700679903074,0.9263027124417407,0.22119764402763817,0.042643290835251965,0.6442605731078771
WEEK3,222,0.72,-0.9803639791126639,0.46435570458620223,0.2728195682173537,0.12908476309607017,0.4870897277582395,-0.3427728971407631,1.019606348336561,0.415136064837454,0.08455674023273069,0.8450691800537958,-0.9803639791126639,0.46435570458620223,-0.3427728971407631,1.019606348336561,-1.258700679903074,0.9263027124417407,0.22119764402763817,0.042643290835251965,0.6442605731078771
WEEK4,222,0.72,-0.5605544083239087,0.458136300003101,0.3634191900369465,0.18590715938043456,0.5880035352695347,-0.3427728971407631,1.019606348336561,0.415136064837454,0.08455674023273069,0.8450691800537958,-0.5605544083239087,0.458136300003101,-0.3427728971407631,1.019606348336561,-1.258700679903074,0.9263027124417407,0.22119764402763817,0.042643290835251965,0.6442605731078771
WEEK1,223,0.73,0.7442187307661073,0.45204625390013214,0.6779176868061065,0.4601164702456465,0.8386626788484747,-0.1611112208745018,1.0197460066971662,0.4598090928918709,0.09969633156152732,0.8674250302206534,0.7442187307661073,0.45204625390013214,-0.1611112208745018,1.0197460066971662,-1.0633765956121062,0.926261499641283,0.25666471184750284,0.05137316269923519,0.6876480175187428
WEEK2,223,0.73,-0.5127336597817682,0.4558173426450688,0.3745529108272221,0.19397767819587192,0.5984235910684527,-0.1611112208745018,1.0197460066971662,0.4598090928918709,0.09969633156152732,0.8674250302206534,-0.5127336597817682,0.4558173426450688,-0.1611112208745018,1.0197460066971662,-1.0633765956121062,0.926261499641283,0.25666471184750284,0.05137316269923519,0.6876480175187428
WEEK3,223,0.73,-0.852902178833078,0.4648504687397603,0.29882441387510417,0.1439819994925245,0.5191902584977238,-0.1611112208745018,1.0197460066971662,0.4598090928918709,0.09969633156152732,0.8674250302206534,-0.852902178833078,0.4648504687397603,-0.1611112208745018,1.0197460066971662,-1.0633765956121062,0.926261499641283,0.25666471184750284,0.05137316269923519,0.6876480175187428
WEEK4,223,0.73,-0.46879276683573856,0.45846525306158686,0.38490201928074835,0.20009138976075583,0.6101963736605717,-0.1611112208745018,1.0197460066971662,0.4598090928918709,0.09969633156152732,0.8674250302206534,-0.46879276683573856,0.45846525306158686,-0.1611112208745018,1.0197460066971662,-1.0633765956121062,0.926261499641283,0.25666471184750284,0.05137316269923519,0.6876480175187428
WEEK1,224,0.74,0.864828966564751,0.44967947133238767,0.7036685755022001,0.49136836359680464,0.8537333907730253,0.028036740651087078,1.0199567194883494,0.5070087260628712,0.11796157361099763,0.887748857451283,0.864828966564751,0.44967947133238767,0.028036740651087078,1.0199567194883494,-0.8602677213806826,0.926367946318834,0.2972834140211623,0.06221038917498504,0.72957515664282
WEEK2,224,0.74,-0.18781855969946415,0.4520547737790283,0.4531829051458403,0.25125537713260443,0.6717897450255558,0.028036740651087078,1.0199567194883494,0.5070087260628712,0.11796157361099763,0.887748857451283,-0.18781855969946415,0.4520547737790283,0.028036740651087078,1.0199567194883494,-0.8602677213806826,0.926367946318834,0.2972834140211623,0.06221038917498504,0.72957515664282
WEEK3,224,0.74,-0.7087999257238653,0.4661457046170259,0.32986406694258597,0.1623166191476893,0.5556414630783255,0.028036740651087078,1.0199567194883494,0.5070087260628712,0.11796157361099763,0.887748857451283,-0.7087999257238653,0.4661457046170259,0.028036740651087078,1.0199567194883494,-0.8602677213806826,0.926367946318834,0.2972834140211623,0.06221038917498504,0.72957515664282
WEEK4,224,0.74,-0.38912131854502974,0.45994478313401543,0.4039288432584126,0.21265240595421883,0.62966227572072,0.028036740651087078,1.0199567194883494,0.5070087260628712,0.11796157361099763,0.887748857451283,-0.38912131854502974,0.45994478313401543,0.028036740651087078,1.0199567194883494,-0.8602677213806826,0.926367946318834,0.2972834140211623,0.06221038917498504,0.72957515664282
WEEK1,225,0.75,0.9854391987275704,0.4479083406817284,0.7281861380591687,0.5223906441774709,0.8677553128456584,0.2256495234929523,1.0201722913275002,0.5561742276624924,0.1400716422013949,0.906021253279668,0.9854391987275704,0.4479083406817284,0.2256495234929523,1.0201722913275002,-0.6483812538893745,0.9265165401912449,0.3433544107196411,0.0757590893911866,0.7693512836738332
WEEK2,225,0.75,0.1370964740165872,0.4491810111700464,0.5342205361084515,0.3183715650564586,0.7379727698287163,0.2256495234929523,1.0201722913275002,0.5561742276624924,0.1400716422013949,0.906021253279668,0.1370964740165872,0.4491810111700464,0.2256495234929523,1.0201722913275002,-0.6483812538893745,0.9265165401912449,0.3433544107196411,0.0757590893911866,0.7693512836738332
WEEK3,225,0.75,-0.5459983854228869,0.46765421129263246,0.3667933115135213,0.18523011480185522,0.5961165937619729,0.2256495234929523,1.0201722913275002,0.5561742276624924,0.1400716422013949,0.906021253279668,-0.5459983854228869,0.46765421129263246,0.2256495234929523,1.0201722913275002,-0.6483812538893745,0.9265165401912449,0.3433544107196411,0.0757590893911866,0.7693512836738332
WEEK4,225,0.75,-0.320351075917662,0.4618800820028333,0.4205901903433698,0.22372117573807707,0.6464358640062128,0.2256495234929523,1.0201722913275002,0.5561742276624924,0.1400716422013949,0.906021253279668,-0.320351075917662,0.4618800820028333,0.2256495234929523,1.0201722913275002,-0.6483812538893745,0.9265165401912449,0.3433544107196411,0.0757590893911866,0.7693512836738332
WEEK1,226,0.76,1.1060494269839505,0.44673994629983405,0.7513918691379261,0.5529431768887608,0.8807476506952637,0.43264567534926646,1.020350006261454,0.6065052539957144,0.16685891853159202,0.9222520007202005,1.1060494269839505,0.44673994629983405,0.43264567534926646,1.020350006261454,-0.4267953333026472,0.9266323952818984,0.39489183545728124,0.09278789186843711,0.806350620193814
WEEK2,226,0.76,0.46201143984530657,0.44721318355862216,0.6134912369737131,0.39354981691617286,0.7951801380294871,0.43264567534926646,1.020350006261454,0.6065052539957144,0.16685891853159202,0.9222520007202005,0.46201143984530657,0.44721318355862216,0.43264567534926646,1.020350006261454,-0.4267953333026472,0.9266323952818984,0.39489183545728124,0.09278789186843711,0.806350620193814
WEEK3,226,0.76,-0.36261228460152906,0.46898161629655477,0.4103273529144594,0.21406817428958827,0.6399969594258619,0.43264567534926646,1.020350006261454,0.6065052539957144,0.16685891853159202,0.9222520007202005,-0.36261228460152906,0.46898161629655477,0.43264567534926646,1.020350006261454,-0.4267953333026472,0.9266323952818984,0.39489183545728124,0.09278789186843711,0.806350620193814
WEEK4,226,0.76,-0.260238045632768,0.463802587371003,0.4353051922084036,0.23364489598599378,0.660913364913886,0.43264567534926646,1.020350006261454,0.6065052539957144,0.16685891853159202,0.9222520007202005,-0.260238045632768,0.463802587371003,0.43264567534926646,1.020350006261454,-0.4267953333026472,0.9266323952818984,0.39489183545728124,0.09278789186843711,0.806350620193814
WEEK1,227,0.77,1.2266596511318213,0.446179023156034,0.7732334004072494,0.5828056539723092,0.8927379035089947,0.6498696541435686,1.0204738784674927,0.6569810889315314,0.1992356996547111,0.9364826210151236,1.2266596511318213,0.446179023156034,0.6498696541435686,1.0204738784674927,-0.19467400271200075,0.9266769045119377,0.45148462214785057,0.1142518116639069,0.8400607031484878
WEEK2,227,0.77,0.7869263385297445,0.4461632737598545,0.687170975139963,0.4736743146920765,0.8428055755664624,0.6498696541435686,1.0204738784674927,0.6569810889315314,0.1992356996547111,0.9364826210151236,0.7869263385297445,0.4461632737598545,0.6498696541435686,1.0204738784674927,-0.19467400271200075,0.9266769045119377,0.45148462214785057,0.1142518116639069,0.8400607031484878
WEEK3,227,0.77,-0.15696264456785813,0.46994850183060055,0.46083970609703717,0.25032876404945725,0.6863121906639752,0.6498696541435686,1.0204738784674927,0.6569810889315314,0.1992356996547111,0.9364826210151236,-0.15696264456785813,0.46994850183060055,0.6498696541435686,1.0204738784674927,-0.19467400271200075,0.9266769045119377,0.45148462214785057,0.1142518116639069,0.8400607031484878
WEEK4,227,0.77,-0.2054273634617032,0.46549162726940935,0.4488230068176102,0.24297998523702605,0.6738292868776614,0.6498696541435686,1.0204738784674927,0.6569810889315314,0.1992356996547111,0.9364826210151236,-0.2054273634617032,0.46549162726940935,0.6498696541435686,1.0204738784674927,-0.19467400271200075,0.9266769045119377,0.45148462214785057,0.1142518116639069,0.8400607031484878
WEEK1,228,0.78,1.3472698710425792,0.4462278620083064,0.793682927097535,0.6117832289994067,0.9037605939099043,0.8780805534518865,1.0205539090499567,0.70642430676665,0.23811765064039636,0.9487868761427163,1.3472698710425792,0.4462278620083064,0.8780805534518865,1.0205539090499567,0.0487210804042999,0.9266481241361226,0.5121778612696081,0.14129504479393198,0.8701196770972832
WEEK2,228,0.78,1.1118411731692404,0.44603776119253,0.7524722036662088,0.5547213502872607,0.8812076929437904,0.8780805534518865,1.0205539090499567,0.70642430676665,0.23811765064039636,0.9487868761427163,1.1118411731692404,0.44603776119253,0.8780805534518865,1.0205539090499567,0.0487210804042999,0.9266481241361226,0.5121778612696081,0.14129504479393198,0.8701196770972832
WEEK3,228,0.78,0.07239821721568024,0.4705760242491008,0.5180916527082273,0.29551366993421135,0.7337143669111942,0.8780805534518865,1.0205539090499567,0.70642430676665,0.23811765064039636,0.9487868761427163,0.07239821721568024,0.4705760242491008,0.8780805534518865,1.0205539090499567,0.0487210804042999,0.9266481241361226,0.5121778612696081,0.14129504479393198,0.8701196770972832
WEEK4,228,0.78,-0.15143650373237239,0.46694738977468647,0.4622130605169786,0.25249844725885356,0.6862096866680345,0.8780805534518865,1.0205539090499567,0.70642430676665,0.23811765064039636,0.9487868761427163,-0.15143650373237239,0.46694738977468647,0.8780805534518865,1.0205539090499567,0.0487210804042999,0.9266481241361226,0.5121778612696081,0.14129504479393198,0.8701196770972832
WEEK1,229,0.79,1.4678800866635897,0.44688626293448586,0.8127349557879842,0.6397104321181059,0.9138559934901366,1.1179433973740986,1.0206214420426252,0.7536070385428119,0.28428607842103376,0.9592691648316389,1.4678800866635897,0.44688626293448586,1.1179433973740986,1.0206214420426252,0.30402192381004634,0.9265759062702843,0.5754254139095919,0.17521197479370978,0.8963372351846194
WEEK2,229,0.79,1.4367559492308433,0.4468374242305082,0.807951788850289,0.6325288687645975,0.9113661418444636,1.1179433973740986,1.0206214420426252,0.7536070385428119,0.28428607842103376,0.9592691648316389,1.4367559492308433,0.4468374242305082,1.1179433973740986,1.0206214420426252,0.30402192381004634,0.9265759062702843,0.5754254139095919,0.17521197479370978,0.8963372351846194
WEEK3,229,0.79,0.32666889612799876,0.4710401460496715,0.5809486479049347,0.3508257757872144,0.7805285543756763,1.1179433973740986,1.0206214420426252,0.7536070385428119,0.28428607842103376,0.9592691648316389,0.32666889612799876,0.4710401460496715,1.1179433973740986,1.0206214420426252,0.30402192381004634,0.9265759062702843,0.5754254139095919,0.17521197479370978,0.8963372351846194
WEEK4,229,0.79,-0.09267835243062039,0.468323471580283,0.47684698182765123,0.2632149305968226,0.6993003881789044,1.1179433973740986,1.0206214420426252,0.7536070385428119,0.28428607842103376,0.9592691648316389,-0.09267835243062039,0.468323471580283,1.1179433973740986,1.0206214420426252,0.30402192381004634,0.9265759062702843,0.5754254139095919,0.17521197479370978,0.8963372351846194
WEEK1,230,0.8,1.5884902980183646,0.4481515394031631,0.8304035925461702,0.6664533078030282,0.9230688796408154,1.3700227529657734,1.0207213454852184,0.7973838296279184,0.33817896587276336,0.9680609435948828,1.5884902980183646,0.4481515394031631,1.3700227529657734,1.0207213454852184,0.5717482104142579,0.9265125936087959,0.6391664676420898,0.21733293227593034,0.9186969964211353
WEEK2,230,0.8,1.761670674481898,0.44855731624052714,0.8534187769276546,0.7036116623514378,0.9345504079356138,1.3700227529657734,1.0207213454852184,0.7973838296279184,0.33817896587276336,0.9680609435948828,1.761670674481898,0.44855731624052714,1.3700227529657734,1.0207213454852184,0.5717482104142579,0.9265125936087959,0.6391664676420898,0.21733293227593034,0.9186969964211353
WEEK3,230,0.8,0.6067877652409246,0.47160241428129024,0.647207700150891,0.41668007690529624,0.8249126621485249,1.3700227529657734,1.0207213454852184,0.7973838296279184,0.33817896587276336,0.9680609435948828,0.6067877652409246,0.47160241428129024,1.3700227529657734,1.0207213454852184,0.5717482104142579,0.9265125936087959,0.6391664676420898,0.21733293227593034,0.9186969964211353
WEEK4,230,0.8,-0.022523861683405033,0.46983116808632647,0.4943692726275591,0.2764406952241118,0.7144586915494131,1.3700227529657734,1.0207213454852184,0.7973838296279184,0.33817896587276336,0.9680609435948828,-0.022523861683405033,0.46983116808632647,1.3700227529657734,1.0207213454852184,0.5717482104142579,0.9265125936087959,0.6391664676420898,0.21733293227593034,0.9186969964211353
WEEK1,231,0.81,1.70910050520457,0.45001857269272083,0.8467195792280625,0.6919098760508127,0.9314473530049289,1.634778414908597,1.020902323577785,0.8368231826415943,0.3996253887642309,0.9753154414962104,1.70910050520457,0.45001857269272083,1.634778414908597,1.020902323577785,0.852303774660309,0.926520830743295,0.7010501883736878,0.268796368751906,0.9373413300154387
WEEK2,231,0.81,2.086585358847466,0.4511869170178705,0.8895924933663995,0.7657042019998892,0.9520728403081105,1.634778414908597,1.020902323577785,0.8368231826415943,0.3996253887642309,0.9753154414962104,2.086585358847466,0.4511869170178705,1.634778414908597,1.020902323577785,0.852303774660309,0.926520830743295,0.7010501883736878,0.268796368751906,0.9373413300154387
WEEK3,231,0.81,0.9134279099374073,0.4725291554574865,0.7137011066756803,0.4920930589741393,0.865120407176873,1.634778414908597,1.020902323577785,0.8368231826415943,0.3996253887642309,0.9753154414962104,0.9134279099374073,0.4725291554574865,1.634778414908597,1.020902323577785,0.852303774660309,0.926520830743295,0.7010501883736878,0.268796368751906,0.9373413300154387
WEEK4,231,0.81,0.06659708227697658,0.4716330382543969,0.5166431197665392,0.29386852037170086,0.7329933683389974,1.634778414908597,1.020902323577785,0.8368231826415943,0.3996253887642309,0.9753154414962104,0.06659708227697658,0.4716330382543969,1.634778414908597,1.020902323577785,0.852303774660309,0.926520830743295,0.7010501883736878,0.268796368751906,0.9373413300154387
WEEK1,232,0.82,1.8297107083900317,0.45247991411195104,0.8617272603587085,0.716009140501957,0.9390417385410843,1.9125629249509968,1.0212071168129357,0.8713068054347128,0.46758271000862667,0.9812010646326134,1.8297107083900317,0.45247991411195104,1.9125629249509968,1.0212071168129357,1.1459752801108465,0.9266606443754756,0.7587750178015252,0.3301855402510521,0.9525423380344581
WEEK2,232,0.82,2.4115000141979683,0.4547104489619185,0.917700043960766,0.8178843642866102,0.965139588982168,1.9125629249509968,1.0212071168129357,0.8713068054347128,0.46758271000862667,0.9812010646326134,2.4115000141979683,0.4547104489619185,1.9125629249509968,1.0212071168129357,1.1459752801108465,0.9266606443754756,0.7587750178015252,0.3301855402510521,0.9525423380344581
WEEK3,232,0.82,1.2469975182530653,0.4740157075887069,0.7767796845094868,0.5741897526833705,0.8998022184247756,1.9125629249509968,1.0212071168129357,0.8713068054347128,0.46758271000862667,0.9812010646326134,1.2469975182530653,0.4740157075887069,1.9125629249509968,1.0212071168129357,1.1459752801108465,0.9266606443754756,0.7587750178015252,0.3301855402510521,0.9525423380344581
